Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Asset Received(SYMBOL),Fee Paid In(SYMBOL),Quantity of Fee Paid,Quantity of Tds Paid
2022-11-04,01:07:06,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,01:13:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,01:15:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,03:57:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,01:21:03,Buy with INR,limit,trx,INR,trx,11.14,0.0 
2022-11-04,03:37:41,Buy with INR,limit,trx,INR,trx,32.69,0.0 
2022-11-04,04:18:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,05:19:32,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,05:35:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,04:18:56,Buy with INR,limit,trx,INR,trx,27.522,0.0 
2022-11-04,05:36:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,05:40:33,Buy with INR,limit,trx,INR,trx,3.742,0.0 
2022-11-04,06:08:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,06:22:45,Buy with INR,limit,trx,INR,trx,16.098,0.0 
2022-11-04,06:24:00,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,05:58:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,06:34:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,06:32:21,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,07:06:19,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,06:38:40,Buy with INR,limit,trx,INR,trx,3.296,0.0 
2022-11-04,08:35:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,06:35:31,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,07:07:01,Buy with INR,limit,trx,INR,trx,8.214,0.0 
2022-11-04,08:46:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,06:34:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,08:55:19,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,08:58:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,08:51:40,Buy with INR,limit,trx,INR,trx,14.182,0.0 
2022-11-04,09:18:49,Buy with INR,limit,trx,INR,trx,15.902,0.0 
2022-11-04,09:27:01,Buy with INR,limit,trx,INR,trx,25.83,0.0 
2022-11-04,09:11:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,09:00:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,09:40:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,10:02:41,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,09:33:06,Buy with INR,limit,trx,INR,trx,13.36,0.0 
2022-11-04,10:40:36,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,10:47:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,09:43:24,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,10:55:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,10:56:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,10:59:17,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,11:02:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,11:04:36,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,11:31:49,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,11:06:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,10:59:53,Buy with INR,limit,trx,INR,trx,12.602,0.0 
2022-11-04,11:10:27,Buy with INR,limit,trx,INR,trx,3.476,0.0 
2022-11-04,12:03:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,11:37:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:13:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:17:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:17:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:19:28,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:18:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:19:47,Buy with INR,limit,trx,INR,trx,16.546,0.0 
2022-11-04,12:20:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:20:38,Buy with INR,limit,trx,INR,trx,0.904,0.0 
2022-11-04,12:22:28,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:18:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:26:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:22:43,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:31:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:34:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:35:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:34:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:40:32,Buy with INR,limit,trx,INR,trx,8.282,0.0 
2022-11-04,12:36:44,Buy with INR,limit,trx,INR,trx,9.754,0.0 
2022-11-04,12:43:10,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:40:43,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,12:24:27,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,14:13:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,14:13:31,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,14:12:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,15:03:29,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-04,14:55:16,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-04,15:08:01,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-04,15:14:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,15:10:10,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-04,15:16:24,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,15:17:04,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,15:34:35,Buy with INR,limit,usdt,INR,usdt,5.6674,0.0 
2022-11-04,22:23:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-04,22:27:58,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-04,23:22:22,Buy with INR,limit,usdt,INR,usdt,3.5351,0.0 
2022-11-05,00:09:23,Buy with INR,limit,usdt,INR,usdt,1.52376,0.0 
2022-11-05,03:18:17,Buy with INR,limit,usdt,INR,usdt,5.0633,0.0 
2022-11-05,03:12:09,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,05:17:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,04:36:59,Buy with INR,limit,trx,INR,trx,14.152,0.0 
2022-11-05,05:20:56,Buy with INR,limit,trx,INR,trx,12.64,0.0 
2022-11-05,05:11:27,Buy with INR,limit,trx,INR,trx,13.18,0.0 
2022-11-05,07:31:00,Buy with INR,limit,usdt,INR,usdt,1.97952,0.0 
2022-11-05,05:33:57,Buy with INR,limit,trx,INR,trx,12.172,0.0 
2022-11-05,06:39:35,Buy with INR,limit,usdt,INR,usdt,4.11474,0.0 
2022-11-05,09:01:42,Buy with INR,limit,usdt,INR,usdt,1.58712,0.0 
2022-11-05,12:07:41,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,09:00:05,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-05,12:20:41,Buy with INR,limit,trx,INR,trx,8.556,0.0 
2022-11-05,06:05:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,12:10:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,12:33:32,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,12:35:28,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,12:39:39,Buy with INR,limit,trx,INR,trx,20.83,0.0 
2022-11-05,12:33:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,12:38:02,Buy with INR,limit,trx,INR,trx,0.808,0.0 
2022-11-05,13:20:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,12:34:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-05,13:09:35,Buy with INR,limit,trx,INR,trx,26.674,0.0 
2022-11-05,13:35:31,Buy with INR,limit,trx,INR,trx,3.168,0.0 
2022-11-05,12:49:47,Buy with INR,limit,trx,INR,trx,11.12,0.0 
2022-11-05,14:07:22,Buy with INR,limit,trx,INR,trx,47.198,0.0 
2022-11-06,02:55:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,02:59:34,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,03:04:12,Buy with INR,limit,trx,INR,trx,22.218,0.0 
2022-11-06,02:59:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,04:03:00,Buy with INR,limit,trx,INR,trx,7.616,0.0 
2022-11-06,05:17:47,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:10:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:27:00,Buy with INR,limit,trx,INR,trx,6.19,0.0 
2022-11-06,05:37:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,04:43:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:44:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:20:42,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:46:36,Buy with INR,limit,trx,INR,trx,5.962,0.0 
2022-11-06,05:48:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:50:36,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:48:04,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:52:40,Buy with INR,limit,trx,INR,trx,13.11,0.0 
2022-10-27,03:01:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,06:01:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,05:58:43,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,06:35:21,Buy with INR,limit,trx,INR,trx,22.462,0.0 
2022-11-06,11:12:49,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-06,12:21:59,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,12:23:31,Buy with INR,limit,trx,INR,trx,13.358,0.0 
2022-11-06,12:34:42,Buy with INR,limit,trx,INR,trx,11.264,0.0 
2022-11-06,12:35:04,Buy with INR,limit,trx,INR,trx,2.288,0.0 
2022-11-06,12:38:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,12:42:27,Buy with INR,limit,trx,INR,trx,16.258,0.0 
2022-11-06,12:58:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,12:56:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,13:03:48,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,15:07:52,Buy with INR,limit,trx,INR,trx,53.916,0.0 
2022-11-06,12:45:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:05:35,Buy with INR,limit,trx,INR,trx,7.408,0.0 
2022-11-06,22:54:33,Buy with INR,limit,trx,INR,trx,41.46,0.0 
2022-11-06,13:09:26,Buy with INR,limit,trx,INR,trx,13.778,0.0 
2022-11-06,23:31:47,Buy with INR,limit,trx,INR,trx,1.748,0.0 
2022-11-07,06:07:27,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:07:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:26:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:39:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:06:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:40:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:50:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:52:46,Buy with INR,limit,trx,INR,trx,25.68,0.0 
2022-11-07,06:43:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,12:32:54,Buy with INR,limit,trx,INR,trx,7.954,0.0 
2022-11-07,12:33:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,06:44:15,Buy with INR,limit,trx,INR,trx,20.196,0.0 
2022-11-07,06:48:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,12:34:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,13:37:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,15:52:08,Buy with INR,limit,trx,INR,trx,4.424,0.0 
2022-11-07,12:33:34,Buy with INR,limit,trx,INR,trx,15.104,0.0 
2022-11-07,15:53:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,15:53:28,Buy with INR,limit,trx,INR,trx,14.85,0.0 
2022-11-07,16:09:12,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-07,16:05:34,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-07,16:08:20,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-07,16:21:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,16:12:15,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-07,16:17:56,Buy with INR,limit,trx,INR,trx,13.734,0.0 
2022-11-07,16:25:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,16:25:56,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-07,16:30:04,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,16:43:49,Buy with INR,limit,usdt,INR,usdt,2.47448,0.0 
2022-11-07,16:50:48,Buy with INR,limit,usdt,INR,usdt,4.5927,0.0 
2022-11-08,01:22:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,22:06:43,Buy with INR,limit,trx,INR,trx,26.632,0.0 
2022-11-08,00:41:43,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,01:49:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,01:33:24,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,01:50:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,01:12:14,Buy with INR,limit,trx,INR,trx,2.614,0.0 
2022-11-08,01:58:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,01:56:03,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,01:56:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,02:00:26,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,02:00:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,01:58:39,Buy with INR,limit,trx,INR,trx,6.33,0.0 
2022-11-08,02:02:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,02:02:53,Buy with INR,limit,trx,INR,trx,11.064,0.0 
2022-11-08,02:34:11,Buy with INR,limit,usdt,INR,usdt,2.47764,0.0 
2022-11-08,02:04:26,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,02:44:36,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:48:18,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:48:40,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:40:49,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:50:26,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:49:39,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:50:45,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:47:19,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:51:09,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:49:56,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:51:25,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:51:41,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:54:22,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:51:56,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:53:22,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,02:54:51,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,03:16:58,Buy with INR,limit,trx,INR,trx,40.156,0.0 
2022-11-08,02:53:47,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,04:36:25,Buy with INR,limit,trx,INR,trx,13.14,0.0 
2022-11-08,04:37:34,Buy with INR,limit,trx,INR,trx,14.94,0.0 
2022-11-08,05:21:50,Buy with INR,limit,trx,INR,trx,5.752,0.0 
2022-11-08,04:36:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,05:43:44,Buy with INR,limit,trx,INR,trx,21.104,0.0 
2022-11-08,06:58:15,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-08,09:12:13,Buy with INR,limit,trx,INR,trx,16.382,0.0 
2022-11-08,09:14:26,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,09:15:15,Buy with INR,limit,trx,INR,trx,3.704,0.0 
2022-11-08,09:21:47,Buy with INR,limit,trx,INR,trx,10.09,0.0 
2022-11-08,09:33:10,Buy with INR,limit,trx,INR,trx,6.618,0.0 
2022-11-08,10:46:10,Buy with INR,limit,trx,INR,trx,10.354,0.0 
2022-11-08,10:47:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,10:48:10,Buy with INR,limit,trx,INR,trx,0.08,0.0 
2022-11-08,10:48:49,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,10:53:05,Buy with INR,limit,trx,INR,trx,10.65,0.0 
2022-11-08,12:03:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,10:50:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,10:49:10,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,12:06:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,10:51:00,Buy with INR,limit,trx,INR,trx,7.296,0.0 
2022-11-08,12:14:42,Buy with INR,limit,trx,INR,trx,18.718,0.0 
2022-11-08,12:05:09,Buy with INR,limit,trx,INR,trx,7.924,0.0 
2022-11-08,12:42:24,Buy with INR,limit,trx,INR,trx,20.126,0.0 
2022-11-08,12:05:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:15:57,Buy with INR,limit,trx,INR,trx,8.34,0.0 
2022-11-08,14:16:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:18:30,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,14:36:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:25:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,12:25:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:33:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:31:54,Buy with INR,limit,trx,INR,trx,16.29,0.0 
2022-11-08,20:33:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:19:54,Buy with INR,limit,trx,INR,trx,22.878,0.0 
2022-11-08,20:36:02,Buy with INR,limit,trx,INR,trx,8.272,0.0 
2022-11-08,20:37:28,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:33:32,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:38:17,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:39:47,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:42:20,Buy with INR,limit,trx,INR,trx,15.406,0.0 
2022-11-08,20:43:51,Buy with INR,limit,trx,INR,trx,12.24,0.0 
2022-11-08,20:47:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:47:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:51:47,Buy with INR,limit,trx,INR,trx,15.306,0.0 
2022-11-08,20:50:57,Buy with INR,limit,trx,INR,trx,9.434,0.0 
2022-11-08,20:53:01,Buy with INR,limit,trx,INR,trx,15.692,0.0 
2022-11-08,20:49:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-08,20:55:07,Buy with INR,limit,trx,INR,trx,1.426,0.0 
2022-11-08,20:54:42,Buy with INR,limit,trx,INR,trx,11.692,0.0 
2022-11-08,20:52:28,Buy with INR,limit,trx,INR,trx,1.708,0.0 
2022-11-09,11:33:02,Buy with INR,limit,usdt,INR,usdt,4.21836,0.0 
2022-11-09,10:07:18,Buy with INR,limit,trx,INR,trx,34.958,0.0 
2022-11-09,10:14:32,Buy with INR,limit,trx,INR,trx,8.302,0.0 
2022-11-09,15:19:44,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-09,14:20:00,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-09,19:09:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:05:57,Buy with INR,limit,trx,INR,trx,12.054,0.0 
2022-11-09,19:06:55,Buy with INR,limit,trx,INR,trx,7.278,0.0 
2022-11-09,19:21:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:15:27,Buy with INR,limit,trx,INR,trx,3.198,0.0 
2022-11-09,19:23:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:10:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:22:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:28:18,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-09,19:37:58,Buy with INR,limit,trx,INR,trx,15.112,0.0 
2022-11-09,19:29:45,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-09,19:32:36,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-09,19:28:03,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-10,05:13:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:39:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-09,19:40:40,Buy with INR,limit,trx,INR,trx,56.6,0.0 
2022-11-10,07:15:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,02:22:08,Buy with INR,limit,trx,INR,trx,18.76,0.0 
2022-11-10,05:14:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,07:06:43,Buy with INR,limit,trx,INR,trx,7.482,0.0 
2022-11-10,07:53:03,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,07:24:10,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,07:24:26,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,08:57:27,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,08:15:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,08:58:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,07:53:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,09:00:46,Buy with INR,limit,trx,INR,trx,4.164,0.0 
2022-11-10,09:19:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,08:57:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,08:59:21,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:05:28,Buy with INR,limit,trx,INR,trx,4.626,0.0 
2022-11-10,09:24:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:43:46,Buy with INR,limit,trx,INR,trx,1.318,0.0 
2022-11-10,10:44:15,Buy with INR,limit,trx,INR,trx,2.12,0.0 
2022-11-10,10:47:10,Buy with INR,limit,trx,INR,trx,14.488,0.0 
2022-11-10,10:49:30,Buy with INR,limit,trx,INR,trx,10.772,0.0 
2022-11-10,10:49:49,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:54:55,Buy with INR,limit,trx,INR,trx,20.138,0.0 
2022-11-10,10:50:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:50:19,Buy with INR,limit,trx,INR,trx,3.124,0.0 
2022-11-10,10:57:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:06:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:58:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:18:23,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:59:32,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:19:42,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:20:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,10:55:18,Buy with INR,limit,trx,INR,trx,9.782,0.0 
2022-11-10,11:17:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:19:27,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:22:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:26:13,Buy with INR,limit,trx,INR,trx,4.6,0.0 
2022-11-10,11:25:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:36:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:26:39,Buy with INR,limit,trx,INR,,,0.0 
2022-11-10,11:34:59,Buy with INR,limit,trx,INR,trx,8.702,0.0 
2022-11-11,01:41:19,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,00:33:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,01:39:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,01:59:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,01:50:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,02:27:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,01:34:35,Buy with INR,limit,trx,INR,trx,16.51,0.0 
2022-11-11,02:09:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,02:55:08,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,02:10:07,Buy with INR,limit,trx,INR,trx,10.402,0.0 
2022-11-11,02:27:55,Buy with INR,limit,trx,INR,trx,8.95,0.0 
2022-11-11,02:45:42,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,03:25:37,Buy with INR,limit,trx,INR,trx,6.002,0.0 
2022-11-11,02:55:31,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,03:26:31,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,03:26:11,Buy with INR,limit,trx,INR,trx,17.142,0.0 
2022-11-11,04:41:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,04:45:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,02:55:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,04:51:13,Buy with INR,limit,trx,INR,trx,7.65,0.0 
2022-11-11,03:27:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,04:58:27,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,04:42:00,Buy with INR,limit,trx,INR,trx,11.68,0.0 
2022-11-11,06:40:49,Buy with INR,limit,trx,INR,trx,5.68,0.0 
2022-11-11,09:06:47,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,05:11:41,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,05:12:41,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,10:51:05,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,06:41:06,Buy with INR,limit,trx,INR,trx,18.862,0.0 
2022-11-11,10:59:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,11:03:00,Buy with INR,limit,trx,INR,trx,26.68,0.0 
2022-11-11,10:53:46,Buy with INR,limit,trx,INR,trx,14.31,0.0 
2022-11-11,11:23:10,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,11:26:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,14:30:46,Buy with INR,limit,trx,INR,trx,19.198,0.0 
2022-11-11,14:37:10,Buy with INR,limit,trx,INR,trx,48.322,0.0 
2022-11-11,14:16:40,Buy with INR,limit,trx,INR,trx,25.498,0.0 
2022-11-11,15:57:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,11:29:37,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,11:37:10,Buy with INR,limit,trx,INR,trx,26.246,0.0 
